time,open,high,low,close,Volume,Beta,Mkt cap,Total common shares outstanding
2024-12-30,700.0,700.0,700.0,700.0,3.0,0.103183293,1983856821.0,2834081.0
2024-12-27,700.0,700.0,700.0,700.0,3.0,0.103183293,1983856821.0,2834081.0
2024-12-26,695.0,695.0,695.0,695.0,10.0,0.103748525,1969686415.0,2834081.0
2024-12-25,650.0,650.0,650.0,650.0,1.0,0.114097196,1842152762.0,2834081.0
2024-12-24,650.0,650.0,650.0,650.0,1.0,0.114097196,1842152762.0,2834081.0
2024-12-23,650.0,650.0,650.0,650.0,1.0,0.114097196,1842152762.0,2834081.0
2024-12-20,650.0,650.0,650.0,650.0,1.0,0.114097196,1842152762.0,2834081.0
2024-12-19,650.0,650.0,650.0,650.0,11.0,0.114097196,1842152762.0,2834081.0
2024-12-18,590.0,590.0,590.0,590.0,2.0,0.092680798,1672107892.0,2834081.0
2024-12-17,550.0,550.0,550.0,550.0,14.0,0.092339291,1558744645.0,2834081.0
2024-12-16,484.0,495.0,480.0,495.0,1.0,0.09353962,1402870181.0,2834081.0
2024-12-13,484.0,495.0,480.0,495.0,1.0,0.09353962,1402870181.0,2834081.0
2024-12-12,484.0,495.0,480.0,495.0,1.0,0.09353962,1402870181.0,2834081.0
2024-12-11,484.0,495.0,480.0,495.0,20.0,0.09353962,1402870181.0,2834081.0
2024-12-10,484.0,484.0,484.0,484.0,1.0,0.09331254,1371695288.0,2834081.0
2024-12-09,484.0,484.0,484.0,484.0,11.0,0.09331254,1371695288.0,2834081.0
2024-12-06,485.0,485.0,485.0,485.0,201.0,0.093342958,1374529369.0,2834081.0
2024-12-05,485.0,485.0,485.0,485.0,2.0,0.093014983,1374529369.0,2834081.0
2024-12-04,485.0,485.0,485.0,485.0,3.0,0.092883783,1374529369.0,2834081.0
2024-12-03,490.0,490.0,489.0,489.0,1.0,0.084914726,1388699775.0,2834081.0
2024-12-02,490.0,490.0,489.0,489.0,156.0,0.084914726,1388699775.0,2834081.0
2024-11-29,492.0,493.0,492.0,493.0,1.0,0.086723051,1397202018.0,2834081.0
2024-11-28,492.0,493.0,492.0,493.0,118.0,0.086723051,1397202018.0,2834081.0
2024-11-27,493.0,493.0,493.0,493.0,5.0,0.092581021,1397202018.0,2834081.0
2024-11-26,493.0,493.0,493.0,493.0,1.0,0.092535627,1397202018.0,2834081.0
2024-11-25,493.0,493.0,493.0,493.0,12.0,0.092535627,1397202018.0,2834081.0
2024-11-22,493.0,493.0,493.0,493.0,7.0,0.092965121,1397202018.0,2834081.0
2024-11-21,493.0,493.0,493.0,493.0,1.0,0.092564046,1397202018.0,2834081.0
2024-11-20,493.0,493.0,493.0,493.0,7.0,0.092564046,1397202018.0,2834081.0
2024-11-19,494.0,494.0,494.0,494.0,3.0,0.092856292,1400036099.0,2834081.0
2024-11-18,495.0,498.0,495.0,496.0,1.0,0.099442028,1405704262.0,2834081.0
2024-11-15,495.0,498.0,495.0,496.0,19.0,0.099442028,1405704262.0,2834081.0
2024-11-14,500.0,500.0,500.0,500.0,5.0,0.114437847,1417040586.0,2834081.0
2024-11-13,500.0,500.0,500.0,500.0,1.0,0.111120762,1417040586.0,2834081.0
2024-11-12,500.0,500.0,500.0,500.0,1.0,0.111120762,1417040586.0,2834081.0
2024-11-11,500.0,500.0,500.0,500.0,1.0,0.111120762,1417040586.0,2834081.0
2024-11-08,500.0,500.0,500.0,500.0,87.0,0.111120762,1417040586.0,2834081.0
2024-11-07,500.0,500.0,500.0,500.0,1.0,0.121382265,1417040586.0,2834081.0
2024-11-06,500.0,500.0,500.0,500.0,6.0,0.121382265,1417040586.0,2834081.0
2024-11-05,500.0,500.0,500.0,500.0,2.0,0.121129189,1417040586.0,2834081.0
2024-11-04,550.0,550.0,500.0,500.0,1.0,0.123049275,1417040586.0,2834081.0
2024-11-01,550.0,550.0,500.0,500.0,4.0,0.123049275,1417040586.0,2834081.0
2024-10-31,550.0,550.0,550.0,550.0,1.0,0.121559594,1558744645.0,2834081.0
2024-10-30,500.0,550.0,500.0,550.0,1.0,0.121059903,1558744645.0,2834081.0
2024-10-29,500.0,550.0,500.0,550.0,1.0,0.121059903,1558744645.0,2834081.0
2024-10-28,500.0,550.0,500.0,550.0,1.0,0.121059903,1558744645.0,2834081.0
2024-10-25,500.0,550.0,500.0,550.0,3.0,0.121059903,1558744645.0,2834081.0
2024-10-24,550.0,550.0,550.0,550.0,11.0,0.12156769,1558744645.0,2834081.0
2024-10-23,500.0,500.0,500.0,500.0,1.0,0.1301931,1417040586.0,2834081.0
2024-10-22,500.0,500.0,500.0,500.0,10.0,0.1301931,1417040586.0,2834081.0
2024-10-21,491.0,491.0,491.0,491.0,26.0,0.179311876,1391533856.0,2834081.0
2024-10-18,540.0,540.0,540.0,540.0,1.0,0.178284997,1558744645.0,2834081.0
2024-10-17,540.0,540.0,540.0,540.0,21.0,0.178284997,1558744645.0,2834081.0
2024-10-16,550.0,550.0,550.0,550.0,8.0,0.17737118,1558744645.0,2834081.0
2024-10-15,550.0,550.0,500.0,500.0,1.0,0.193147196,1417040586.0,2834081.0
2024-10-14,550.0,550.0,500.0,500.0,1.0,0.193147196,1417040586.0,2834081.0
2024-10-11,550.0,550.0,500.0,500.0,1.0,0.193147196,1417040586.0,2834081.0
2024-10-10,550.0,550.0,500.0,500.0,38.0,0.193147196,1417040586.0,2834081.0
2024-10-09,500.0,500.0,500.0,500.0,3.0,0.19279032,1417040586.0,2834081.0
2024-10-08,510.0,510.0,510.0,510.0,2.0,0.187220872,1417040586.0,2834081.0
2024-10-07,500.0,500.0,500.0,500.0,30.0,0.187539615,1417040586.0,2834081.0
2024-10-04,550.0,550.0,550.0,550.0,1.0,0.187322249,1558744645.0,2834081.0
2024-10-03,550.0,550.0,550.0,550.0,1.0,0.187322249,1558744645.0,2834081.0
2024-10-02,550.0,550.0,550.0,550.0,1.0,0.187322249,1558744645.0,2834081.0
2024-10-01,550.0,550.0,550.0,550.0,7.0,0.187322249,1558744645.0,2834081.0
2024-09-30,550.0,550.0,550.0,550.0,1.0,0.185700117,1558744645.0,2834081.0
2024-09-27,550.0,550.0,550.0,550.0,96.0,0.185700117,1558744645.0,2834081.0
2024-09-26,550.0,550.0,550.0,550.0,17.0,0.180260836,1558744645.0,2834081.0
2024-09-25,550.0,550.0,550.0,550.0,1.0,0.179292065,1558744645.0,2834081.0
2024-09-24,550.0,550.0,550.0,550.0,1.0,0.179292065,1558744645.0,2834081.0
2024-09-23,550.0,550.0,550.0,550.0,5.0,0.179292065,1558744645.0,2834081.0
2024-09-20,550.0,550.0,550.0,550.0,388.0,0.178422124,1558744645.0,2834081.0
2024-09-19,550.0,550.0,550.0,550.0,7.0,0.186392678,1558744645.0,2834081.0
2024-09-18,530.0,590.0,530.0,589.0,1.0,0.195149156,1669273811.0,2834081.0
2024-09-17,530.0,590.0,530.0,589.0,1.0,0.195149156,1669273811.0,2834081.0
2024-09-16,530.0,590.0,530.0,589.0,1.0,0.195149156,1669273811.0,2834081.0
2024-09-13,530.0,590.0,530.0,589.0,118.0,0.195149156,1669273811.0,2834081.0
2024-09-12,595.0,595.0,589.98,589.98,6.0,0.194437421,1672051155.0,2834081.0
2024-09-11,595.0,595.0,595.0,595.0,1.0,0.193950566,1686278298.0,2834081.0
2024-09-10,595.0,595.0,595.0,595.0,13.0,0.193950566,1686278298.0,2834081.0
2024-09-09,595.0,595.0,595.0,595.0,2.0,0.189212059,1686278298.0,2834081.0
2024-09-06,597.0,597.0,597.0,597.0,1.0,0.194929567,1691946460.0,2834081.0
2024-09-05,597.0,597.0,597.0,597.0,16.0,0.194929567,1691946460.0,2834081.0
2024-09-04,597.0,597.0,597.0,597.0,1.0,0.194968826,1691946460.0,2834081.0
2024-09-03,599.0,599.0,599.0,599.0,2.0,0.193683852,1697614623.0,2834081.0
2024-09-02,600.0,600.0,600.0,600.0,2.0,0.188306572,1700448704.0,2834081.0
2024-08-30,600.0,600.0,600.0,600.0,1.0,0.194528341,1700448704.0,2834081.0
2024-08-29,600.0,600.0,600.0,600.0,1.0,0.194528341,1700448704.0,2834081.0
2024-08-28,600.0,600.0,600.0,600.0,4.0,0.194528341,1700448704.0,2834081.0
2024-08-27,600.0,600.0,600.0,600.0,9.0,0.187187069,1700448704.0,2834081.0
2024-08-26,600.0,600.0,600.0,600.0,84.0,0.184978681,1700448704.0,2834081.0
2024-08-23,600.0,600.0,600.0,600.0,4.0,0.184834406,1700448704.0,2834081.0
2024-08-22,600.0,600.0,600.0,600.0,155.0,0.184940561,1700448704.0,2834081.0
2024-08-21,600.0,600.0,600.0,600.0,12.0,0.177365515,1700448704.0,2834081.0
2024-08-20,619.0,619.0,600.0,600.0,30.0,0.177895191,1700448704.0,2834081.0
2024-08-19,620.0,620.0,619.98999,619.98999,1.0,0.175205974,1757101959.0,2834081.0
2024-08-16,620.0,620.0,619.98999,619.98999,1.0,0.175205974,1757101959.0,2834081.0
2024-08-15,620.0,620.0,619.98999,619.98999,7.0,0.175205974,1757101959.0,2834081.0
2024-08-14,620.0,620.0,620.0,620.0,34.0,0.175245664,1757130327.0,2834081.0
2024-08-13,620.0,620.0,620.0,620.0,1.0,0.171735017,1757130327.0,2834081.0
2024-08-12,620.0,620.0,620.0,620.0,1.0,0.171735017,1757130327.0,2834081.0
2024-08-09,620.0,620.0,620.0,620.0,232.0,0.171735017,1757130327.0,2834081.0
2024-08-08,620.0,620.0,620.0,620.0,6.0,0.169756253,1757130327.0,2834081.0
2024-08-07,620.0,620.0,620.0,620.0,2.0,0.167599883,1757130327.0,2834081.0
2024-08-06,651.0,651.0,620.0,620.0,62.0,0.166420757,1757130327.0,2834081.0
2024-08-05,651.0,651.0,650.0,651.0,1.0,0.164909819,1844986844.0,2834081.0
2024-08-02,651.0,651.0,650.0,651.0,8.0,0.164909819,1844986844.0,2834081.0
2024-08-01,652.03003,652.03003,650.0,650.0,35.0,0.126667867,1842152762.0,2834081.0
2024-07-31,800.0,800.0,800.0,800.0,1.0,0.127046975,2267264938.0,2834081.0
2024-07-30,750.0,750.0,749.0,749.0,1.0,0.126966464,2122726799.0,2834081.0
2024-07-29,750.0,750.0,749.0,749.0,1.0,0.126966464,2122726799.0,2834081.0
2024-07-26,750.0,750.0,749.0,749.0,1.0,0.126966464,2122726799.0,2834081.0
2024-07-25,750.0,750.0,749.0,749.0,9.0,0.126966464,2122726799.0,2834081.0
2024-07-24,750.0,750.0,750.0,750.0,1.0,0.127355824,2125560880.0,2834081.0
2024-07-23,750.0,750.0,750.0,750.0,35.0,0.127355824,2125560880.0,2834081.0
2024-07-22,799.96997,799.96997,799.96997,799.96997,3.0,0.126458953,2267179833.0,2834081.0
2024-07-19,750.0,750.0,750.0,750.0,5.0,0.126373987,2125560880.0,2834081.0
2024-07-18,750.0,750.0,747.0,747.0,7.0,0.126929376,2117058636.0,2834081.0
2024-07-17,745.0,745.0,745.0,745.0,1.0,0.126441077,2111390474.0,2834081.0
2024-07-16,745.0,745.0,745.0,745.0,1.0,0.126441077,2111390474.0,2834081.0
2024-07-15,745.0,745.0,745.0,745.0,1.0,0.126441077,2111390474.0,2834081.0
2024-07-12,745.0,745.0,745.0,745.0,4.0,0.126441077,2111390474.0,2834081.0
2024-07-11,715.0,715.0,715.0,715.0,1.0,0.127713385,2026368039.0,2834081.0
2024-07-10,715.0,715.0,715.0,715.0,1.0,0.127713385,2026368039.0,2834081.0
2024-07-09,715.0,715.0,715.0,715.0,1.0,0.127713385,2026368039.0,2834081.0
2024-07-08,715.0,715.0,715.0,715.0,16.0,0.128130242,2026368039.0,2834081.0
2024-07-05,715.0,715.0,715.0,715.0,1.0,0.127112273,2026368039.0,2834081.0
2024-07-04,715.0,715.0,715.0,715.0,1.0,0.127112273,2026368039.0,2834081.0
2024-07-03,715.0,715.0,715.0,715.0,3.0,0.127112273,2026368039.0,2834081.0
2024-07-02,715.0,715.0,715.0,715.0,1.0,0.130387879,2026368039.0,2834081.0
2024-07-01,715.0,715.0,715.0,715.0,1.0,0.130387879,2026368039.0,2834081.0
2024-06-28,715.0,715.0,715.0,715.0,1.0,0.130387879,2026368039.0,2834081.0
2024-06-27,715.0,715.0,715.0,715.0,1.0,0.130387879,2026368039.0,2834081.0
2024-06-26,715.0,715.0,715.0,715.0,1.0,0.130387879,2026368039.0,2834081.0
2024-06-25,715.0,715.0,715.0,715.0,1.0,0.130387879,2026368039.0,2834081.0
2024-06-24,715.0,715.0,715.0,715.0,1.0,0.130387879,2026368039.0,2834081.0
2024-06-21,715.0,715.0,715.0,715.0,29.0,0.130387879,2026368039.0,2834081.0
2024-06-20,680.0,680.0,680.0,680.0,1.0,0.131876001,1927175198.0,2834081.0
2024-06-19,680.0,680.0,680.0,680.0,7.0,0.131876001,1927175198.0,2834081.0
2024-06-18,620.0,620.0,620.0,620.0,12.0,0.133934746,1757130327.0,2834081.0
2024-06-17,650.0,650.0,600.0,600.0,1.0,0.133617999,1700448704.0,2834081.0
